Symbol,Year,Month,Day,dayOfWeek,closeDay0,highDay0,openDay0,lowDay0,volumeDay0,closeDay260,highDay260,openDay260,lowDay260,volumeDay260,Sector,Industry,exactDateFounded,IPODATE,markReturn6mo,markReturn3mo
HIFR,2015,1,30,4,26.6,27.44,26.3,27.1,13924943.0,19.33,19.34,18.61,18.61,208331.0,Consumer Services,Real Estate Investment Trusts,"November,2010",2015-01-30,0.025978800299625505,0.01333566052207648
HIHO,1996,12,11,2,5.125,5.75,5.0,5.125,483800.0,5.5,5.75,5.25,5.25,23900.0,Capital Goods,Metal Fabrications,"July,20,1990",1996-12-11,0.11411838184647707,0.12027926088997463
HII,2011,3,22,1,37.49,37.6,34.0,35.72,491305.0,37.49,38.075,37.38,37.94,102037.0,Capital Goods,Marine Transportation,"August,4,2010",2011-03-22,0.14467324765266376,0.03140990128696308
HIIQ,2013,2,8,4,13.7,14.38,13.02,14.12,3394094.0,11.22,11.28,10.911,11.0,28103.0,Finance,Specialty Insurers,2008,2013-02-08,0.07642883868753736,0.09573796484081526
HIMX,2006,3,31,4,8.75,9.34,8.5,9.12,24694390.0,5.36,5.38,5.05,5.05,432684.0,Technology,Semiconductors,"June,12,2001",2006-03-31,0.05813749725324177,0.024787161066806746
HIVE,2014,3,28,4,10.0,10.61,8.81,8.95,7596484.0,4.31,4.37,4.25,4.28,118025.0,Technology,EDP Services,"March,15,2006",2014-03-28,0.09960452283361952,0.004329054846342124
HK,2004,5,25,1,2397.0,2448.0,2397.0,2432.7,202.0,2677.5,2677.5,2662.2,2677.5,32.0,Energy,Oil & Gas Production,1987,2004-05-25,0.03939691898978707,-0.04219749395476225
HLF,2004,12,16,3,7.36,7.445,7.0,7.0,12120000.0,15.65,15.78,15.5,15.775,907200.0,Health Care,Other Pharmaceuticals,"February,1980",2004-12-16,0.06365777583844455,0.07318199439530484
HLG,2015,7,7,1,9.0,10.0,7.5,7.5,42252.0,8.8,8.8,8.8,8.8,0.0,Consumer Services,Other Consumer Services,"April,7,2011",2015-07-07,0.02115602193349033,-0.0036458886952170154
HLI,2015,8,13,3,22.4,23.1,21.65,22.75,4714933.0,25.54,25.63,25.41,25.5,26677.0,Finance,Investment Managers,1972,2015-08-13,-0.005216973594150191,-0.0059233024647909445
HLNE,2017,3,1,2,18.02,18.5,17.74,17.85,7162670.0,34.94,35.34,33.6,34.0,460557.0,Finance,Investment Managers,1991,2017-03-01,0.08880341229596608,0.07875559463841766
HLT,2013,12,12,3,45.453,46.341,44.9245,45.0302,33654926.0,55.5161,56.0869,55.2413,55.2624,1544503.0,Consumer Services,Hotels/Resorts,"March,18,2010",2013-12-12,0.10523897323222428,0.05869000260105143
HLX,1997,7,1,1,5.0,5.063,4.871,5.0,9081200.0,6.891,7.454,6.875,6.891,375600.0,Energy,Oilfield Services/Equipment,1979,1997-07-01,0.20098777889043734,0.16520983305241177
HMHC,2013,11,14,3,15.86,15.96,13.74,14.0,8285328.0,20.64,20.855,20.52,20.74,1015187.0,Consumer Services,Books,1832,2013-11-14,0.0797775227568006,0.05732203496631893
HMLP,2014,8,7,3,22.25,22.4,21.75,22.0,6087481.0,18.28,18.67,18.01,18.53,25280.0,Consumer Services,Marine Transportation,"April,28,2014",2014-08-07,0.06856905842110025,0.02237770545945561
HMST,2012,2,10,4,12.0,12.25,11.33,11.75,2473232.0,27.95,28.15,26.99,27.22,259911.0,Finance,Major Banks,"August,17,1921",2012-02-10,0.20627961329080324,0.09054610342921389
HMTA,2009,9,17,3,7.35,7.35,7.35,7.35,300.0,6.0,7.0,6.0,7.0,0.0,Finance,Major Banks,"December,8,2008",2009-09-17,0.373515674281916,0.17354589713487764
HMTV,2013,4,5,4,10.23,10.25,10.2,10.25,127800.0,12.52,12.76,12.5,12.71,33587.0,Consumer Services,Television Services,"January,16,2013",2013-04-05,0.06779922591517219,0.06709804762152484
HMY,1996,9,30,0,8.25,8.25,8.25,8.25,16299.0,4.125,4.25,3.922,4.0,43600.0,Basic Industries,Precious Metals,"August,25,1950",1996-09-30,0.04965356178001985,0.015254183411419826
HOLI,2005,8,31,2,5.2,5.2,5.2,5.2,50000.0,7.98,8.0,7.9,8.0,16500.0,Energy,Industrial Machinery/Components,"March,1993",2005-08-31,0.003996393063574435,0.01419222339881452
HOMB,2006,6,23,4,4.2088,4.6191,4.2088,4.4571,7708338.0,4.6991,4.6991,4.5433,4.6044,891484.0,Finance,Major Banks,1998,2006-06-23,-0.018176704532716345,-0.04307548492813797
HOME,2016,8,4,3,15.0,16.48,14.49,16.25,8840659.0,22.71,23.1,22.52,22.74,84400.0,Consumer Services,Home Furnishings,1979,2016-08-04,0.12965104503967342,0.054930923318861125
HONE,2016,6,30,3,12.92,13.04,12.6,12.99,3459966.0,20.59,21.0,20.09,20.98,29753.0,Finance,Major Banks,2016,2016-06-30,0.0035911870558714685,0.0033043768118033497
HOPE,1997,11,19,2,1.527,1.527,1.527,1.527,0.0,1.929,1.929,1.929,1.929,0.0,Finance,Major Banks,"February,2002",1997-11-19,0.12596152324854368,0.013196369989799462
HOS,2004,3,26,4,13.25,13.55,13.18,13.25,2368200.0,24.51,25.1,24.51,25.0,0.0,Consumer Services,Marine Transportation,"June,1997",2004-03-26,0.11269495768837261,0.012136187555353471
HOVNP,2005,7,25,0,25.1,25.2,25.01,25.1,16000.0,21.93,22.38,21.91,21.91,10700.0,Capital Goods,Homebuilding,1959,2005-07-25,0.0558622552202528,0.061595456181735925
HPE,2015,10,19,0,9.5613,10.6879,9.5209,10.6879,2737599.0,12.2882,12.5308,12.2535,12.4211,20158076.0,Technology,Computer Manufacturing,"November,1,2015",2015-10-19,-0.03203671687334467,-0.04471688059618454
HPJ,2008,6,19,3,6.84,8.35,6.5,7.0,165710.0,1.83,1.93,1.76,1.9299,12500.0,Miscellaneous,Industrial Machinery/Components,"May,2001",2008-06-19,-0.07927731686596697,0.030336881221233326
HPP,2010,6,24,3,17.4,17.8,17.06,17.5,2595006.0,15.44,15.56,15.16,15.41,124865.0,Finance,Real Estate,"November,9,2009",2010-06-24,-0.03057306122024368,-0.06481000029061373
HQCL,2006,12,20,2,99.6,125.0,99.1,125.0,838802.0,264.46,275.9,246.1,252.1,607779.0,Technology,Semiconductors,1999,2006-12-20,0.14952589623669033,0.07574064734533144
HQY,2014,7,31,3,17.6,20.0,17.0401,20.0,5732286.0,33.69,33.91,32.93,33.72,148818.0,Miscellaneous,Business Services,"September,18,2002",2014-07-31,0.1051728014089182,0.04571246442275083
HRTG,2014,5,23,4,11.5,11.89,11.33,11.55,2207396.0,20.56,20.83,20.14,20.72,132918.0,Finance,Property-Casualty Insurers,"August,2012",2014-05-23,0.04993675976485306,0.02429084343483495
HSEA,2008,5,14,2,26.09,26.25,25.85,26.01,379620.0,22.3,22.5,22.09,22.09,141396.0,Finance,Savings Institutions,"January,1,1959",2008-05-14,-0.04592740212057932,0.04016729260214223
HSEB,2010,6,21,0,24.9,25.15,24.8,24.92,5392709.0,26.95,27.13,26.86,27.1,406983.0,Finance,Savings Institutions,"January,1,1959",2010-06-21,0.0031057499985207584,-0.04143046156797325
HSGX,2014,12,3,2,11.75,12.97,11.31,11.4,1638277.0,3.2,3.428,3.15,3.18,52455.0,Health Care,Industrial Specialties,"June,28,2000",2014-12-03,0.07395650195192983,0.03290319439449837
HSII,1999,4,27,1,14.063,14.25,13.625,14.063,3623100.0,38.0,40.0,37.25,39.25,88400.0,Technology,Diversified Commercial Services,1999,1999-04-27,0.27662538034538886,0.09400966157959373
HSKA,1997,7,1,1,86.25,86.88,85.0,86.25,31860.0,110.63,112.5,103.75,103.8,20380.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1988,1997-07-01,0.20098777889043734,0.16520983305241177
HSON,2003,3,17,0,4.255,4.5,4.2,4.5,152400.0,12.32,12.435,12.25,12.4,70892.0,Technology,Professional Services,"March,14,2003",2003-03-17,-0.04607793650979978,-0.07721012575679702
HSTM,2000,4,11,1,8.5,9.625,7.938,9.03,1102800.0,1.25,1.25,1.221,1.221,8000.0,Technology,"Computer Software: Programming, Data Processing",1990,2000-04-11,0.12675909029405633,0.045809628836886926
HT,1999,1,21,3,24.5,25.0,24.0,24.5,6600.0,21.5,21.5,20.5,21.0,0.0,Consumer Services,Real Estate Investment Trusts,"May,1998",1999-01-21,0.07857901503658798,0.17449897516025778
HTA,2012,6,6,2,19.84,20.1,19.66,19.8,241799.0,22.92,23.46,22.9,22.98,429864.0,Consumer Services,Real Estate Investment Trusts,"April,20,2006",2012-06-06,0.021478485721652094,-0.043071094853566236
HTBI,2012,7,11,2,11.7,11.82,11.24,11.25,6851645.0,16.82,16.93,16.76,16.93,20462.0,Finance,Savings Institutions,"July,10,2012",2012-07-11,0.037903867738522,-0.019901944905637223
HTBK,1998,5,8,4,9.394,9.394,9.394,9.394,165.0,14.545,14.545,14.091,14.545,0.0,Finance,Major Banks,1997,1998-05-08,0.18890928407848662,0.08350320085236901
HTBX,2013,7,24,2,94.4523,100.5715,89.024,98.6962,112073.0,40.9589,42.3407,40.1694,40.2681,3628.0,Health Care,Major Pharmaceuticals,"June,10,2008",2013-07-24,0.13216981004959755,0.07195382082179477
HTGM,2015,5,6,2,13.77,14.09,11.13,14.0,905963.0,2.73,2.9,2.6,2.73,19816.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,"October,1997",2015-05-06,0.028677488354337755,0.01653635943061132
HTH,2004,2,12,3,19.0,19.25,19.0,19.1,8916800.0,12.85,12.9,12.73,12.81,136100.0,Finance,Major Banks,"July,1998",2004-02-12,0.16904128672355434,0.09374318887737476
HTHT,2010,3,26,4,13.92,15.5,13.49,13.89,5826154.0,16.97,17.25,16.91,17.01,214749.0,Consumer Services,Hotels/Resorts,"January,4,2007",2010-03-26,0.09666221555244116,0.033650135829710735
HUBG,1996,3,13,2,3.9375,4.0,3.6875,3.9375,7757200.0,6.6875,6.844,6.6875,6.69,11600.0,Transportation,Oil Refining/Marketing,1971,1996-03-13,0.10076542556826379,0.02477122738597351
HUBS,2014,10,9,3,30.1,32.99,29.07,32.86,8259662.0,47.34,47.47,46.5401,47.31,135624.0,Technology,Computer Software: Prepackaged Software,"April,4,2005",2014-10-09,0.051656335482159726,-0.0019971013691059258
HUN,2005,2,11,4,24.5,24.85,24.21,24.5,26398600.0,20.7,20.79,20.21,20.28,1169600.0,Basic Industries,Major Chemicals,"October,19,2004",2005-02-11,0.11267995268738727,0.020051496138413765
HUNT,2017,2,17,4,9.75,9.8,9.75,9.8,32470.0,9.82,9.82,9.82,9.82,0.0,Transportation,Oil Refining/Marketing,"June,24,2016",2017-02-17,0.07561107597545996,0.07320121663985397
HUNTU,2016,11,18,4,9.95,9.98,9.75,9.84,4351381.0,10.05,10.05,10.05,10.05,0.0,Transportation,Oil Refining/Marketing,"June,24,2016",2016-11-18,0.06812271356253671,4.5768971182739426e-05
HURN,2004,10,13,2,18.9,20.01,18.01,18.5,3801909.0,24.3,24.42,23.99,23.99,34939.0,Consumer Services,Professional Services,"March,2002",2004-10-13,-0.006728977174718007,0.006008170349789885
HVBC,2017,1,12,3,13.67,13.75,13.08,13.08,586061.0,15.6,15.7785,15.58,15.7,2232.0,Finance,Major Banks,"December,12,2013",2017-01-12,0.057236137950906193,0.06364127425893461
HWCC,2006,6,15,3,15.21,16.25,15.0,16.0,2908429.0,28.29,28.61,28.15,28.61,631997.0,Consumer Non-Durables,Telecommunications Equipment,1975,2006-06-15,-0.03218083011735055,-0.05600833400472535
HY,2012,9,28,4,42.73,44.0,38.0,40.0,156320.0,91.69,93.98,90.39,93.29,46773.0,Capital Goods,Construction/Ag Equipment/Trucks,1999,2012-09-28,0.02960426896078784,0.08886864344198152
HYGS,2000,10,27,4,306.25,375.775,296.875,306.25,359228.0,126.5,128.75,120.25,121.75,10628.0,Basic Industries,Major Chemicals,"June,10,2009",2000-10-27,-0.06859084422686318,-0.05876026406772316
HYH,2014,10,21,1,41.0,53.85,32.81,32.81,270916.0,28.49,29.01,28.04,28.66,540418.0,Health Care,Industrial Specialties,"February,25,2014",2014-10-21,0.017159125197438486,-0.03527509966150991
HZN,2015,6,23,1,16.25,16.25,16.25,16.25,100.0,12.27,12.45,11.93,12.24,102983.0,Capital Goods,Auto Parts:O.E.M.,"January,14,2015",2015-06-23,0.01953739478890243,0.008757841336547055
HZNP,2011,7,28,3,9.15,9.2,9.0,9.0,564393.0,7.64,7.8,7.16,7.5,2940792.0,Health Care,Major Pharmaceuticals,"December,20,2011",2011-07-28,0.02236868670783625,-0.04086055408265479
HZO,1998,6,3,2,12.563,13.0,12.5,12.563,843700.0,11.75,11.875,11.688,11.69,1700.0,Consumer Services,Other Specialty Stores,"January,1998",1998-06-03,0.11921941587412675,0.039162706419058946
I,2013,4,18,3,19.25,20.0,16.9,17.0,8931209.0,17.13,17.558,17.07,17.31,65551.0,Consumer Services,Telecommunications Equipment,"July,8,2011",2013-04-18,0.06496085070447122,0.04443534244387729
IAG,1996,8,22,3,4.98,4.98,4.98,4.98,2800.0,3.615,3.615,3.615,3.615,0.0,Basic Industries,Precious Metals,"March,27,1990",1996-08-22,0.00942540465459081,-0.019678040037487292
IBA,1997,9,19,4,17.688,18.25,17.0,17.688,2250800.0,7.75,7.75,7.5,7.5,19700.0,Consumer Non-Durables,Meat/Poultry/Fish,1952,1997-09-19,0.20555627534943144,0.0549003756490665
IBKCO,2016,5,5,3,25.3,25.5,25.1,25.19,328995.0,27.75,27.7501,27.75,27.7501,3262.0,Finance,Major Banks,"November,21,1994",2016-05-05,-0.023243544328639128,0.09099229484130308
IBKCP,2015,7,30,3,24.72,24.72,24.6,24.66,211785.0,26.7,26.76,26.65,26.75,9799.0,Finance,Major Banks,"November,21,1994",2015-07-30,0.05693265564287689,0.011057275431797879
IBKR,2007,5,4,4,31.3,34.25,31.03,33.0,23510039.0,31.85,32.4,31.04,32.4,851071.0,Finance,Investment Bankers/Brokers/Service,1977,2007-05-04,0.08886197998824753,0.038286390913519125
IBN,2000,3,28,1,2.5909,2.6364,2.2727,2.5455,23025200.0,1.42,1.42,1.3,1.3,213950.0,Finance,Commercial Banks,"January,5,1994",2000-03-28,0.1884729709736931,0.04541522002359739
IBOC,1996,2,26,0,3.9045,3.9045,3.9045,3.9045,0.0,6.3755,6.3755,6.3755,6.3755,0.0,Finance,Major Banks,1979,1996-02-26,0.17892859579833997,0.0960553599782055
IBP,2014,2,13,3,12.8,12.94,12.27,12.3,3809584.0,18.27,18.5,17.99,18.43,52046.0,Basic Industries,Homebuilding,1977,2014-02-13,0.07384188805192239,0.020909096389239618
IBTX,2013,4,3,2,29.36,31.0,29.0,30.0,1530586.0,59.74,61.4937,59.16,60.77,19291.0,Finance,Major Banks,"September,20,2002",2013-04-03,0.0821921657408272,0.07597799410279696
ICBK,2015,1,16,4,17.0,17.09,15.2,16.29,648702.0,19.72,19.72,19.4,19.4,453.0,Finance,Major Banks,"May,1996",2015-01-16,0.0056016683524280535,0.06974061795326654
ICD,2014,8,8,4,11.06,11.16,10.61,11.0,4121479.0,6.4,7.14,6.29,6.83,43209.0,Energy,Oil & Gas Production,"November,4,2011",2014-08-08,0.060966520664373844,0.01809522204160438
ICE,2005,11,16,2,7.85,8.842,7.712,7.8,97629000.0,19.13,19.46,18.656,19.28,20019000.0,Finance,Investment Bankers/Brokers/Service,"May,2000",2005-11-16,0.05431982048587273,0.007930556051943205
ICFI,2006,9,28,3,12.25,13.49,12.0,12.0,1598489.0,27.7,29.09,27.59,28.56,160445.0,Consumer Services,Professional Services,1969,2006-09-28,0.033528441194849226,0.07270462746413524
ICHR,2016,12,9,4,9.77,11.23,9.76,10.25,2296748.0,24.6,25.96,24.53,25.74,1715518.0,Technology,Semiconductors,"January,30,2012",2016-12-09,0.06178737787371411,0.055634610022821385
ICL,2008,10,27,0,8.0,8.0,8.0,8.0,1050.0,12.6,12.6,12.6,12.6,500.0,Basic Industries,Agricultural Chemicals,1968,2008-10-27,-0.37210766301400733,-0.2897024206684382
ICLR,2002,9,18,2,5.515,5.5875,5.505,5.505,9000.0,8.9,8.9625,8.82,8.9625,50032.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"June,1990",2002-09-18,-0.25055125654234217,-0.1577607582450189
ICPT,2012,10,11,3,19.4,20.4,18.74,19.4,813752.0,61.17,62.49,59.35,60.25,307822.0,Health Care,Major Pharmaceuticals,"September,4,2002",2012-10-11,0.04664983778777775,0.06791912537794069
IDRA,1996,1,25,3,420.0,420.0,400.0,420.0,15820.0,300.0,345.0,295.0,320.0,3500.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"May,25,1989",1996-01-25,0.10490117438563995,0.06436392115506893
IDSY,1999,6,30,2,7.438,7.75,7.0,7.438,833800.0,4.125,4.438,4.125,4.438,6200.0,Consumer Durables,Telecommunications Equipment,"August,1993",1999-06-30,0.09701841196333204,0.03897747543484528
IDT,2001,5,16,2,13.3506,13.3506,13.3506,13.3506,99.0,17.5019,17.5825,17.3306,17.4011,15184.0,Public Utilities,Telecommunications Equipment,"August,1990",2001-05-16,-0.0895418048940384,-0.040022194431246126
IDXG,1998,5,20,2,216.25,216.88,183.75,216.25,297600.0,261.88,262.5,259.38,261.3,10020.0,Health Care,Medical/Dental Instruments,1987,1998-05-20,0.15697933442668524,0.07281892598044816
IESC,2006,5,15,0,23.0,28.0,23.0,23.0,5600.0,24.86,25.47,24.68,25.1,59333.0,Capital Goods,Engineering & Construction,"June,1997",2006-05-15,0.05063423403737566,0.008781242370605468
IFMK,2015,11,25,2,9.82,9.85,9.82,9.85,10000.0,10.26,10.26,10.26,10.26,0.0,Consumer Services,Food Chains,"July,2016",2015-11-25,-0.007157142354918659,0.11861679310140404
IFON,2004,6,17,3,73.125,81.25,71.25,73.125,32664.0,33.75,34.375,33.25,33.25,328.0,Consumer Non-Durables,Electronic Components,"February,7,1994",2004-06-17,0.05302474654488665,0.00872975180756396
IGLD,1999,8,6,4,11.938,16.875,11.5,11.938,5287900.0,7.0,7.25,7.0,7.25,17500.0,Public Utilities,Telecommunications Equipment,"April,1992",1999-08-06,0.056232213598948824,-0.013768317419273958
IHG,2003,4,8,1,17.5476,17.5476,17.5476,17.5476,463.0,28.1972,28.288,27.8039,27.9855,26377.0,Consumer Services,Hotels/Resorts,"May,21,2004",2003-04-08,0.10190971902426602,-0.03296956935311105
III,2007,2,12,0,7.5,7.5,7.35,7.35,744900.0,5.95,6.03,5.731,5.97,62338.0,Consumer Services,Professional Services,"July,20,2006",2007-02-12,0.13392900457168114,0.03874547676698936
IIPR,2016,12,1,3,19.15,20.52,19.0,20.25,1191226.0,18.15,18.6,18.0765,18.6,67537.0,Finance,Real Estate,"June,15,2016",2016-12-01,0.04738653606944924,0.012875058635200824
ILG,2008,8,12,1,13.2,13.5,13.0,13.0,98100.0,11.2,12.0,10.74,11.54,415317.0,Finance,Real Estate,"May,2008",2008-08-12,-0.032279139076953095,-0.07000670630964503
ILMN,2000,7,28,4,19.578,21.125,14.75,14.94,18615000.0,5.825,5.825,5.8155,5.8205,134000.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,"April,1998",2000-07-28,0.06577164354888085,-0.0019347290332986029
IMDZ,2014,7,24,3,12.05,12.81,11.81,12.15,1960783.0,25.82,27.0,25.55,26.92,33938.0,Health Care,Major Pharmaceuticals,"February,20,2008",2014-07-24,0.10988162052565462,0.057702250738210864
IMI,2011,11,18,4,9.5,10.01,9.2,10.0,2664133.0,6.89,6.98,6.88,6.97,51849.0,Technology,Semiconductors,"June,2004",2011-11-18,-0.09290065029562906,0.06617277767343503
IMMP,2012,4,17,1,40.1333,46.6667,37.8333,46.6667,862.0,9.4333,9.8667,9.3333,9.3333,1170.0,Health Care,Major Pharmaceuticals,"May,21,1987",2012-04-17,0.14049095064826284,0.058670217107507305
IMMR,1999,11,12,4,18.625,20.0,5.5,15.88,7529000.0,10.375,10.438,9.938,10.28,61500.0,Technology,Computer peripheral equipment,1993,1999-11-12,0.012800557872067448,0.06416768700667176
IMOS,2001,6,19,1,20.24,21.08,20.24,21.08,1750.0,14.56,14.56,14.56,14.56,500.0,Technology,Semiconductors,"July,28,1997",2001-06-19,-0.07442549302391899,0.03213159542067187
IMPV,2011,11,9,2,24.0,25.12,22.0,23.0,3310021.0,30.94,31.48,30.4835,31.01,372976.0,Technology,Computer Software: Prepackaged Software,"April,10,2002",2011-11-09,-0.05226956530569759,0.08817685864338745
INAP,1999,9,29,2,1059.4,1460.0,1000.0,1059.4,779675.0,1100.0,1137.5,1080.0,1122.5,35340.0,Technology,"Computer Software: Programming, Data Processing","May,1996",1999-09-29,-0.02134844473257167,-0.05124126123942041
INFI,2000,7,27,3,79.0,83.0,69.5,72.0,2257600.0,20.44,21.8,20.0,20.44,8050.0,Health Care,Major Pharmaceuticals,"March,22,1995",2000-07-27,0.038511027839389776,-0.008532888912035831
INFY,1999,3,11,3,1.4649,1.5625,1.168,1.5625,86256000.0,21.25,21.8711,20.5938,20.9375,1300800.0,Technology,EDP Services,"July,2,1981",1999-03-11,0.27528587887123007,0.1032011461294063
INGN,2014,2,14,4,15.15,16.12,14.78,16.0,3611542.0,33.53,33.6,31.36,31.86,327881.0,Health Care,Industrial Specialties,"November,27,2001",2014-02-14,0.08570119684515831,0.021897421588288415
INGR,1997,12,11,3,14.5,14.75,14.438,14.5,313000.0,14.094,14.25,14.063,14.19,132000.0,Consumer Non-Durables,Packaged Foods,1906,1997-12-11,0.1152523314500175,0.06267869414371108
INN,2011,2,9,2,9.69,9.97,9.61,9.9,16636990.0,9.92,9.97,9.79,9.92,96611.0,Consumer Services,Real Estate Investment Trusts,"June,30,2010",2011-02-09,0.17448274981231443,0.0916185261564361
INO,1998,12,8,1,59.008,60.0,58.0,59.008,1931.0,48.0,48.0,46.0,47.04,4700.0,Health Care,Medical/Dental Instruments,"June,29,1983",1998-12-08,0.06451437848099853,0.16047517799733535
INOV,2015,2,12,3,27.0,33.75,26.98,33.16,19438933.0,17.47,17.57,16.81,17.29,455382.0,Technology,EDP Services,"September,11,2014",2015-02-12,0.06969878696670977,0.014855895644241383
INSE,2014,12,11,3,9.49,9.5,9.0,9.0,27050.0,9.68,9.68,9.68,9.68,0.0,Technology,Computer Software: Prepackaged Software,2016,2014-12-11,0.042312064664252795,0.014363345354275563
INSM,2000,6,1,3,165.0,170.0,142.52,160.0,3205.0,60.7,61.0,55.0,55.1,12560.0,Health Care,Major Pharmaceuticals,"November,29,1999",2000-06-01,0.016369519905552098,0.030024895727897342
INST,2015,11,13,4,18.0,18.24,15.75,16.0,3539562.0,19.0,19.1,18.3,18.55,304249.0,Technology,Computer Software: Prepackaged Software,"September,2008",2015-11-13,-0.025022878585620592,-0.017961074884881054
INSW,2016,11,16,2,9.9,9.9,9.0,9.04,2588.0,17.01,17.33,16.81,17.33,567655.0,Consumer Services,Marine Transportation,"December,6,1999",2016-11-16,0.0550308155697806,0.0010283912195229116
INTX,2004,4,30,4,24.7,24.7,20.51,21.0,6518498.0,8.63,8.86,8.63,8.78,496372.0,Technology,EDP Services,1996,2004-04-30,0.0639483418239447,-0.015241387073063365
INVA,2004,10,5,1,14.5884,15.3537,13.6943,15.3053,5540959.0,17.1178,17.2145,16.9696,17.1823,183459.0,Health Care,Major Pharmaceuticals,"November,1996",2004-10-05,-0.0133845859553514,0.01698612597211371
INVE,1997,10,7,1,191.25,213.75,186.25,191.25,288630.0,350.0,363.75,325.0,360.0,11310.0,Technology,Computer peripheral equipment,1990,1997-10-07,0.2762783202466489,0.06631220064119699
INVH,2017,2,1,2,20.0,20.42,19.8,20.1,30832753.0,22.49,22.545,21.99,22.03,4342809.0,Finance,Real Estate,2012,2017-02-01,0.04976415807847287,0.07915355672311047
INWK,2006,8,16,2,10.45,10.94,10.05,10.25,4966943.0,14.52,14.9,13.87,13.87,318484.0,Miscellaneous,Business Services,2001,2006-08-16,-0.0029471907534896,-0.005030648428172727
INXN,2011,1,28,4,13.8,15.49,13.75,14.5,16841853.0,14.26,14.37,14.2,14.29,81816.0,Technology,"Computer Software: Programming, Data Processing","April,6,1998",2011-01-28,0.17485289552395614,0.09778844624907425
IOSP,1998,5,13,2,16.75,16.75,15.0,15.0,329800.0,6.625,6.75,6.625,6.625,456200.0,Basic Industries,Major Chemicals,"May,22,1998",1998-05-13,0.21723438543396678,0.09381526109223542
IPAS,2003,7,24,3,18.67,19.6,17.0,18.0,6518376.0,5.6,5.7,5.36,5.65,602653.0,Technology,EDP Services,"July,1996",2003-07-24,0.14767814874863763,0.08468011070076353
IPCC,2003,2,12,2,15.9,16.01,15.42,16.0,6320700.0,34.4,36.5,34.17,35.64,535466.0,Finance,Property-Casualty Insurers,"September,2002",2003-02-12,-0.08254035914307396,-0.06087547342079528
IPCI,2006,6,26,0,73.0303,112.1212,72.7273,107.7424,282751.0,34.0909,36.3636,33.9394,35.7576,17920.0,Health Care,Major Pharmaceuticals,"October,22,2009",2006-06-26,-0.009581898457834285,-0.043876419199517125
IPDN,2013,3,5,1,61.36,65.6,58.88,63.44,124503.0,24.672,24.672,24.0,24.32,2382.0,Technology,"Computer Software: Programming, Data Processing","October,3,2003",2013-03-05,0.08675826173482079,0.08225471124630591
IPGP,2006,12,13,2,25.88,26.06,21.61,25.0,10769173.0,20.23,20.23,20.02,20.09,160431.0,Technology,Semiconductors,1990,2006-12-13,0.1535275487936118,0.07092955314541739
IPHI,2010,11,11,3,15.3,16.2,14.73,15.0,5252322.0,10.81,11.17,10.75,11.17,115095.0,Technology,Semiconductors,"November,2000",2010-11-11,0.05443888573917496,0.11862648233522742
IPHS,2006,11,2,3,12.07,12.5,11.5,12.0,1595190.0,15.11,15.64,14.74,15.32,127525.0,Consumer Durables,Specialty Chemicals,"August,15,2004",2006-11-02,0.04157758414905033,0.07076821223822197
IPI,2008,4,22,1,50.4,51.2,44.44,46.25,42699930.0,21.2,21.41,19.8709,20.04,944301.0,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),"November,19,2007",2008-04-22,-0.07844225073957514,0.05926748870302365
IPWR,2013,11,22,4,5.35,5.5,5.15,5.25,240432.0,6.97,7.08,6.828,7.0,3880.0,Energy,Industrial Machinery/Components,"May,17,2007",2013-11-22,0.08487631139769569,0.08382219119516575
IRBT,2005,11,9,2,26.7,34.16,26.29,30.4,5298760.0,19.03,19.33,18.85,18.89,323528.0,Consumer Durables,Consumer Electronics/Appliances,"August,1990",2005-11-09,0.03371958972593824,-0.010386752271259429
IRCP,2000,11,15,2,20.563,20.563,20.563,20.563,1000.0,3.99,5.0,3.99,4.0,10500.0,Consumer Services,Building operators,"August,29,1889",2000-11-15,-0.04779120526574264,-0.0683630072601748
IRDM,2008,3,20,3,9.08,9.1,9.0,9.0,880100.0,9.37,9.4,9.35,9.37,68400.0,Consumer Durables,Telecommunications Equipment,"November,2,2007",2008-03-20,-0.1450732220936214,-0.1107442893136308
IRDMB,2014,5,12,0,307.3,307.3,301.566,301.566,4800.0,368.75,368.75,360.0,360.0,400.0,Consumer Durables,Telecommunications Equipment,"November,2,2007",2014-05-12,0.06267504072256203,0.0325516805653054
IRET,1997,10,17,4,7.25,7.375,7.0,7.25,5800.0,7.125,7.125,7.125,7.125,1400.0,Consumer Services,Real Estate Investment Trusts,"July,31,1970",1997-10-17,0.2539873918742649,0.025375441461714738
IRIX,1996,2,16,4,10.25,11.0,10.0,10.25,2256700.0,6.5,6.5,6.0,6.5,32700.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"February,1989",1996-02-16,0.16313381324071768,0.09036725824805793
